0,6.607573,244.397178,0,184.300549,0,0,0,259.914374,81.202069,429.838413,54.168274,38.820137,7.687226,21.990447,1.491158,132.820356,3.514684,1466.752436
1,0,100.444281,3.886297,56.716557,0,0,0,99.562987,76.002962,397.596788,14.412262,18.992052,0.606429,7.784474,1.489566,56.473531,1.464326,835.432511
2,0,137.958815,1.531882,84.436642,0,0,0,84.113095,38.73648,210.387896,41.929727,25.786771,0,0.998093,0,21.004029,2.367487,649.250917
3,0,189.164355,3.240086,226.120287,0,0,0.30789,196.263921,71.531836,263.497318,53.88657,38.756681,8.990082,18.712281,3.481137,135.504681,1.448028,1210.905152
4,0,86.989507,0,99.379762,0,0,0,146.950349,92.096127,423.717972,43.615736,33.642859,1.066559,34.443373,0.501991,83.30807,0.935845,1046.648151
5,0,104.537993,12.611826,153.876598,0,0,0,145.926568,100.43086,283.920628,109.580638,147.213444,0,21.117433,0,84.852432,0.723745,1164.792164
6,0,276.092752,9.833345,79.616694,0,0,0,221.658903,105.905873,432.403817,78.107886,81.901157,8.517737,23.994379,0,113.804019,19.52531,1451.361872
7,0,156.278606,0.937441,150.879539,0,0,0,163.898993,98.841082,397.309324,35.643206,50.037485,2.522474,17.292215,0.19774,68.452829,5.036077,1147.327011
8,0,185.619481,0.777309,59.545697,0,0,0,94.371573,48.493794,379.348691,57.905158,37.45714,0.219279,3.761478,0,71.215609,3.981058,942.696266
9,0,231.736006,1.259978,115.090406,0,0,0,171.070711,92.20721,567.727136,47.271034,28.863676,4.551933,46.910632,0,77.427793,8.478496,1392.595011
10,0.102544,240.280718,33.370902,115.851904,0,0,0,141.664878,50.668911,261.822496,36.58054,35.452836,2.085076,25.088762,2.258928,59.330155,4.182277,1008.740928
11,0.237272,260.850978,17.829602,141.340669,0,0,0,192.399502,69.004022,291.532181,60.657994,35.488424,0,8.065588,0,109.252885,8.019934,1194.67905
12,0,197.472604,6.829184,64.138501,0,0,0,115.973122,90.548087,419.407656,73.240809,39.364679,0.494853,7.994833,0.075624,37.04691,9.738305,1062.325168
13,0,134.9024,0.261067,134.299117,0,0,0,124.251024,49.267687,262.519588,23.109966,30.677674,7.989612,17.851559,0,82.065388,0.278018,867.473101
14,0,203.753444,0.887339,118.269214,0,0,0,133.226579,45.432172,291.220723,52.429873,53.247153,0.956918,45.888034,0.219765,87.022642,1.707815,1034.261672
15,0,175.161863,1.009627,183.387574,0,0,0,188.983056,82.860572,334.12349,31.554814,26.489574,4.614006,31.585485,0,64.015822,6.946158,1130.73204
16,0.264783,183.9898,20.910369,130.13476,0,0,0,153.382552,66.539499,326.554069,56.551679,65.815277,7.737718,5.569502,0.694807,46.210615,1.050712,1065.406143
17,0,118.932231,1.286777,83.433943,0,0,0,144.01778,126.312212,372.482255,64.889114,105.974189,2.308953,25.94844,0,61.451458,1.177264,1108.214617
18,0,213.873774,20.608414,116.105215,0,0,0,187.734743,73.366511,407.68008,55.900704,53.720572,0.84197,7.970811,0,61.706935,4.858913,1204.368641
19,0,128.824608,7.11782,113.715628,0,0,3.414739,142.919454,79.933978,262.095788,67.689757,80.411282,2.537228,24.549766,5.250784,105.843408,17.097228,1041.401469
20,0,157.572799,2.089461,149.171099,0,0,0,155.567333,113.376736,398.561776,63.693301,85.135611,3.998789,25.542627,0,75.547107,8.681734,1238.938375
21,0,158.934833,3.562829,144.458292,0,0,0,155.368031,66.375971,395.424121,87.444323,83.861897,2.268409,23.09862,0,59.354412,6.601063,1186.752801
22,0.773347,297.793245,30.562157,150.416896,0,0,0,196.360365,101.600849,356.678322,49.038598,55.045882,0.61211,18.053101,0.709568,117.836101,6.557791,1382.038332
23,0,172.421662,8.017806,138.025485,0,0,0,173.164534,115.598169,491.429929,56.400119,30.283737,1.497701,17.525592,5.599709,91.353418,23.290011,1324.607871
24,0.353525,265.80958,15.790091,123.789788,0,0,0,151.712077,93.53119,342.674954,58.357339,63.388077,10.747834,15.809771,0,53.985369,4.068433,1200.018029
25,0,157.56149,6.645835,70.874062,0,0,0,163.979338,98.763632,390.936426,57.8424,61.62938,0,13.529641,0,115.511361,0.395897,1137.669461
26,0.044864,272.76091,16.261497,125.721305,0,0,0,151.457016,54.840059,416.744514,60.954908,45.19463,1.689449,12.229989,0,37.208411,13.356855,1208.464408
27,0,117.877352,3.192778,96.008935,0,0,0,123.896016,137.206729,380.994148,42.199692,38.707217,4.297328,4.500985,0.174186,57.612251,2.168001,1008.835618
28,0,139.55211,1.493757,114.016027,0,0,0,186.654218,102.717235,305.397891,51.980857,78.02748,3.199093,8.900481,0,44.909454,1.342704,1038.191307
29,0,52.265632,0,141.964684,0,0,0,193.506491,38.424766,274.009146,18.619811,19.902624,14.454986,51.257462,0.688786,77.947199,2.344136,885.385724
